Total Qty,Reg Qty,Foil Qty,Card,Set,Mana Cost,Card Type,Color,Rarity,Mvid,Single Price,Single Foil Price,Total Price,Price Source,Notes
1,0,1,Moonlight Hunt,Shadows over Innistrad,1G,Instant,Green,Uncommon,409981,,,,cardshark,
2,0,2,Obsessive Skinner,Shadows over Innistrad,1G,Creature  - Human Rogue,Green,Uncommon,409982,,,,cardshark,
2,0,2,Pack Guardian,Shadows over Innistrad,2GG,Creature  - Wolf Spirit,Green,Uncommon,409983,,,,cardshark,
2,2,0,Quilled Wolf,Shadows over Innistrad,1G,Creature  - Wolf,Green,Common,409984,,,,cardshark,
2,1,1,Rabid Bite,Shadows over Innistrad,1G,Sorcery,Green,Common,409985,,,,cardshark,
3,2,1,Root Out,Shadows over Innistrad,2G,Sorcery,Green,Common,409986,,,,cardshark,
2,1,1,Solitary Hunter,Shadows over Innistrad,3G,Creature  - Human Warrior Werewolf,Green,Common,409992,,,,cardshark,
3,0,3,Stoic Builder,Shadows over Innistrad,2G,Creature  - Human,Green,Common,409995,,,,cardshark,
2,0,2,Thornhide Wolves,Shadows over Innistrad,4G,Creature  - Wolf,Green,Common,409996,,,,cardshark,
3,2,1,Vessel of Nascency,Shadows over Innistrad,G,Enchantment,Green,Common,410001,,,,cardshark,
1,0,1,Veteran Cathar,Shadows over Innistrad,1G,Creature  - Human Soldier,Green,Uncommon,410002,,,,cardshark,
3,2,1,Watcher in the Web,Shadows over Innistrad,4G,Creature  - Spider,Green,Common,410003,,,,cardshark,
