Total Qty,Reg Qty,Foil Qty,Card,Set,Mana Cost,Card Type,Color,Rarity,Mvid,Single Price,Single Foil Price,Total Price,Price Source,Notes
2,2,0,Colossodon Yearling,Dragons of Tarkir,2G,Creature  - Beast,Green,Common,394520,,,,cardshark,
1,1,0,Dragonlord Kolaghan,Dragons of Tarkir,4BR,Legendary Creature  - Elder Dragon,Gold,Mythic Rare,394548,,,,cardshark,
1,1,0,Elusive Spellfist,Dragons of Tarkir,1U,Creature  - Human Monk,Blue,Common,394563,,,,cardshark,
1,1,0,Flatten,Dragons of Tarkir,3B,Instant,Black,Common,394571,,,,cardshark,
1,1,0,Gurmag Drowner,Dragons of Tarkir,3U,Creature  - Naga Wizard,Blue,Common,394589,,,,cardshark,
1,1,0,Hand of Silumgar,Dragons of Tarkir,1B,Creature  - Human Warrior,Black,Common,394590,,,,cardshark,
1,1,0,Hardened Berserker,Dragons of Tarkir,2R,Creature  - Human Berserker,Red,Common,394592,,,,cardshark,
1,1,0,Kindled Fury,Dragons of Tarkir,R,Instant,Red,Common,394607,,,,cardshark,
1,1,0,Marsh Hulk,Dragons of Tarkir,4BB,Creature  - Zombie Ogre,Black,Common,394622,,,,cardshark,
1,1,0,Negate,Dragons of Tarkir,1U,Instant,Blue,Common,394636,,,,cardshark,
1,1,0,Ojutai's Breath,Dragons of Tarkir,2U,Instant,Blue,Common,394641,,,,cardshark,
2,2,0,Pacifism,Dragons of Tarkir,1W,Enchantment  - Aura,White,Common,394645,,,,cardshark,
1,1,0,Qal Sisma Behemoth,Dragons of Tarkir,2R,Creature  - Ogre Warrior,Red,Uncommon,394656,,,,cardshark,
1,1,0,Sabertooth Outrider,Dragons of Tarkir,3R,Creature  - Human Warrior,Red,Common,394669,,,,cardshark,
1,1,0,Shieldhide Dragon,Dragons of Tarkir,5W,Creature  - Dragon,White,Uncommon,394692,,,,cardshark,
1,1,0,Sight Beyond Sight,Dragons of Tarkir,3U,Sorcery,Blue,Uncommon,394697,,,,cardshark,
1,1,0,Sight of the Scalelords,Dragons of Tarkir,4G,Enchantment,Green,Uncommon,394698,,,,cardshark,
1,1,0,Silkwrap,Dragons of Tarkir,1W,Enchantment,White,Uncommon,394699,,,,cardshark,
2,2,0,Spidersilk Net,Dragons of Tarkir,0,Artifact  - Equipment,Artifact,Common,394708,,,,cardshark,
1,1,0,Stampeding Elk Herd,Dragons of Tarkir,3GG,Creature  - Elk,Green,Common,394710,,,,cardshark,
1,1,0,Strongarm Monk,Dragons of Tarkir,4W,Creature  - Human Monk,White,Uncommon,394715,,,,cardshark,
1,1,0,Student of Ojutai,Dragons of Tarkir,3W,Creature  - Human Monk,White,Common,394716,,,,cardshark,
1,1,0,Summit Prowler,Dragons of Tarkir,2RR,Creature  - Yeti,Red,Common,394717,,,,cardshark,
1,1,0,Territorial Roc,Dragons of Tarkir,1W,Creature  - Bird,White,Common,394729,,,,cardshark,
1,1,0,Tormenting Voice,Dragons of Tarkir,1R,Sorcery,Red,Common,394731,,,,cardshark,
1,1,0,Twin Bolt,Dragons of Tarkir,1R,Instant,Red,Common,394733,,,,cardshark,
1,1,0,Ultimate Price,Dragons of Tarkir,1B,Instant,Black,Uncommon,394735,,,,cardshark,
1,1,0,Void Squall,Dragons of Tarkir,4U,Sorcery,Blue,Uncommon,394740,,,,cardshark,
1,1,0,Vulturous Aven,Dragons of Tarkir,3B,Creature  - Bird Shaman,Black,Common,394743,,,,cardshark,
