Total Qty,Reg Qty,Foil Qty,Card,Set,Mana Cost,Card Type,Color,Rarity,Mvid,Single Price,Single Foil Price,Total Price,Price Source,Notes
1,1,0,Reave Soul,Magic Origins,1B,Sorcery,Black,Common,398591,,,,cardshark,
1,1,0,Nissa's Pilgrimage,Magic Origins,2G,Sorcery,Green,Common,398593,,,,cardshark,
1,1,0,Totem-Guide Hartebeest,Magic Origins,4W,Creature  - Antelope,White,Uncommon,398599,,,,cardshark,
1,1,0,Ampryn Tactician,Magic Origins,2WW,Creature  - Human Soldier,White,Common,398603,,,,cardshark,
1,1,0,Akroan Sergeant,Magic Origins,2R,Creature  - Human Soldier,Red,Common,398604,,,,cardshark,
1,1,0,Claustrophobia,Magic Origins,1UU,Enchantment  - Aura,Blue,Common,398607,,,,cardshark,
1,1,0,Blightcaster,Magic Origins,3B,Creature  - Human Wizard,Black,Uncommon,398618,,,,cardshark,
1,1,0,Topan Freeblade,Magic Origins,1W,Creature  - Human Soldier,White,Common,398619,,,,cardshark,
1,1,0,Somberwald Alpha,Magic Origins,3G,Creature  - Wolf,Green,Uncommon,398626,,,,cardshark,
2,2,0,Fetid Imp,Magic Origins,1B,Creature  - Imp,Black,Common,398633,,,,cardshark,
1,1,0,Leaf Gilder,Magic Origins,1G,Creature  - Elf Druid,Green,Common,398634,,,,cardshark,
1,1,0,Infernal Scarring,Magic Origins,1B,Enchantment  - Aura,Black,Common,398638,,,,cardshark,
1,1,0,Orchard Spirit,Magic Origins,2G,Creature  - Spirit,Green,Common,398644,,,,cardshark,
1,1,0,Dragon Fodder,Magic Origins,1R,Sorcery,Red,Common,398647,,,,cardshark,
2,2,0,Titanic Growth,Magic Origins,1G,Instant,Green,Common,398648,,,,cardshark,
1,1,0,Zendikar Incarnate,Magic Origins,2RG,Creature  - Elemental,Gold,Uncommon,398661,,,,cardshark,
1,1,0,Smash to Smithereens,Magic Origins,1R,Instant,Red,Common,398669,,,,cardshark,
1,1,0,Citadel Castellan,Magic Origins,1GW,Creature  - Human Knight,Gold,Uncommon,398672,,,,cardshark,
1,1,0,Aspiring Aeronaut,Magic Origins,3U,Creature  - Human Artificer,Blue,Common,398674,,,,cardshark,
1,1,0,Hitchclaw Recluse,Magic Origins,2G,Creature  - Spider,Green,Common,398676,,,,cardshark,
1,1,0,Auramancer,Magic Origins,2W,Creature  - Human Wizard,White,Common,398678,,,,cardshark,
1,1,0,Aegis Angel,Magic Origins,4WW,Creature  - Angel,White,Rare,401452,,,,cardshark,
1,1,0,Divine Verdict,Magic Origins,3W,Instant,White,Common,401453,,,,cardshark,
1,1,0,Eagle of the Watch,Magic Origins,2W,Creature  - Bird,White,Common,401454,,,,cardshark,
1,1,0,Serra Angel,Magic Origins,3WW,Creature  - Angel,White,Uncommon,401455,,,,cardshark,
1,1,0,Into the Void,Magic Origins,3U,Sorcery,Blue,Uncommon,401456,,,,cardshark,
1,1,0,Mahamoti Djinn,Magic Origins,4UU,Creature  - Djinn,Blue,Rare,401457,,,,cardshark,
1,1,0,Weave Fate,Magic Origins,3U,Instant,Blue,Common,401458,,,,cardshark,
1,1,0,Flesh to Dust,Magic Origins,3BB,Instant,Black,Common,401459,,,,cardshark,
1,1,0,Mind Rot,Magic Origins,2B,Sorcery,Black,Common,401460,,,,cardshark,
1,1,0,Nightmare,Magic Origins,5B,Creature  - Nightmare Horse,Black,Rare,401461,,,,cardshark,
1,1,0,Sengir Vampire,Magic Origins,3BB,Creature  - Vampire,Black,Uncommon,401462,,,,cardshark,
1,1,0,Fiery Hellhound,Magic Origins,1RR,Creature  - Elemental Hound,Red,Common,401463,,,,cardshark,
1,1,0,Shivan Dragon,Magic Origins,4RR,Creature  - Dragon,Red,Rare,401464,,,,cardshark,
1,1,0,Plummet,Magic Origins,1G,Instant,Green,Common,401465,,,,cardshark,
1,1,0,Prized Unicorn,Magic Origins,3G,Creature  - Unicorn,Green,Uncommon,401466,,,,cardshark,
1,1,0,Terra Stomper,Magic Origins,3GGG,Creature  - Beast,Green,Rare,401467,,,,cardshark,
